id,loss
4,1847.24784365
6,2062.46896097
9,9365.52903272
12,7604.14096691
15,1033.63708323
17,2696.60397194
21,2337.78236867
28,1012.28969422
32,3422.68824774
43,3283.79529292
46,3450.20787878
50,1058.96398304
54,1464.89491618
62,2295.9303711
70,2364.9057634
71,5790.9912774
75,2517.9331545
77,2432.52256171
81,2748.35343974
83,2703.86419996
87,1958.21885322
97,2092.97773743
103,1226.67512306
119,1212.67801448
120,1993.29456882
127,1159.33973482
138,5467.8102244
141,3204.74393033
148,973.595644955
150,2772.95451536
151,2570.13056823
158,1536.81142168
160,6497.6272406
165,2587.93922417
168,4200.88039362
169,4108.862719
177,3521.27483996
178,4473.57187699
184,2732.77794138
194,8848.03899077
198,1787.61938685
203,4054.56307222
211,2691.96907393
217,1468.58820108
219,1399.99317133
221,6304.55918456
227,2086.208423
230,1519.99793717
235,2203.80278227
240,927.187516582
243,2985.04022979
249,5844.30757845
253,3146.67267716
258,1560.41552725
261,1832.5054227
263,3887.22348175
264,2652.18288628
265,4576.17601129
268,2129.55478139
271,1246.01033339
274,6296.08996922
275,944.996357899
279,1561.38404715
282,1940.23619463
286,3915.25167115
288,1339.9585316
294,2363.87216117
296,1293.59766385
297,1893.04664302
300,993.170939955
303,9866.76216407
314,1351.39720062
315,5065.91741135
321,2721.0132899
323,3991.08968031
330,3873.88347153
341,2103.58951149
342,4759.44461962
352,1847.01054724
353,4156.42315038
360,6035.75480226
361,2479.0819164
362,4868.73431811
366,1466.83202467
372,3705.67993498
376,3174.46694413
377,2359.79806544
379,1935.28364931
380,4207.37019218
387,2001.46744437
392,2285.97269516
394,11539.2088565
395,1771.26977441
397,1668.23595186
407,7116.47598923
411,10181.5671846
416,2807.55192254
417,1761.83476673
419,5167.54035117
428,6508.93839746
431,2030.04059931
436,9523.97222565
438,1893.89900135
445,6780.7714198
446,7830.57593392
455,1663.86296196
456,1363.93189788
461,1195.22319583
463,1941.46861179
464,3838.96246547
466,1836.20376396
467,1188.14894799
470,1435.13165124
475,1696.70855849
482,3516.58308693
490,4029.05385148
496,1971.70725794
497,5478.42691288
508,3192.8183777
510,2009.15370561
512,2148.66062342
513,4320.76405735
523,2083.60321675
531,5793.55888474
532,2574.50228769
533,1504.52397229
537,1378.8069183
544,5146.93339235
547,3637.35785292
556,8243.51310872
565,1638.63512431
566,1436.24546862
571,1721.64624637
573,2433.49093151
574,1107.25862756
581,2170.91125101
585,2490.5073539
589,1815.3809463
597,2354.39367938
601,3343.71541593
602,1963.6461685
613,1589.36758401
616,1648.87138298
619,2198.54939058
622,1896.0888004
623,2367.33307383
629,2076.86925289
634,1605.98700507
638,1266.82751431
642,1225.93913166
643,2398.98456024
645,1359.85627338
648,8933.07196489
652,1388.03618429
664,1142.23477802
666,2621.55111251
672,1084.29277837
676,2833.39616152
678,5277.58661387
682,2129.57118208
686,3465.54398418
688,2487.33087246
689,1466.2785971
690,2117.64950529
692,12535.5316258
695,1805.04536933
697,4847.68424473
698,2390.71878034
706,2933.55319196
708,1768.35320851
712,2904.84621207
715,4394.72095866
717,1710.14213261
725,3744.81804708
729,1140.68081671
737,1578.30334354
739,5484.40323539
747,4494.60124365
753,2789.31379153
758,2631.04611935
759,2403.40675224
763,1602.64893945
773,4815.92658176
774,2221.36162186
776,1636.33241828
788,2874.8002824
790,3908.35628952
794,1078.57277168
801,3484.46886943
802,1665.37266819
805,1673.13649289
809,5935.20156988
812,1734.79661351
825,2829.46046638
828,2159.99033761
830,1583.88575658
833,1250.1642125
850,5897.58336107
852,7085.37792098
862,1751.17632901
863,1645.05842691
864,1732.24111217
865,3992.73903739
868,7272.73459197
872,1757.1422933
879,5959.45190637
880,1793.80954761
883,1522.80952713
886,1484.14848172
923,1862.45005872
924,1884.71236111
932,1860.04116926
945,7042.26954707
947,7181.96044327
948,2511.94628832
955,2944.62391514
963,4402.92549263
979,1542.9441165
989,1811.85024143
994,3235.91414061
995,2026.42108871
998,2012.44941994
1000,4942.4693277
1018,1985.66665141
1019,1650.45279503
1028,2633.31389625
1034,1676.88398628
1038,1975.36835755
1040,1625.42753884
1042,1504.56058495
1057,8021.03853632
1058,3391.81448605
1063,1164.01482555
1066,5320.28546448
1071,4344.48031253
1073,4099.4844709
1074,3178.86812167
1077,2997.26823085
1080,10633.3572888
1088,1128.14660171
